Organization Name,Organization Name URL,Number of Employees,Industries,Last Funding Type,Contact Job Departments,IPqwery - Patents Granted,Number of Investments,IPO Status,IPqwery - Total Patents,Closed Date,Closed Date Precision,Headquarters Location,Headquarters Regions,Diversity Spotlight (US Headquarters Only),Estimated Revenue Range,Description,Founded Date,Founded Date Precision,Operating Status,Exit Date,Exit Date Precision,Company Type,Website,Twitter,Facebook,LinkedIn,Contact Email,Phone Number,Hub Tags,Number of Articles,Full Description,Actively Hiring,Announced Date,Announced Date Precision
Agingo,https://www.crunchbase.com/organization/agingo,1-10,"Blockchain, Financial Services, FinTech, Privacy, Software",Seed,"Engineering, Management, Operations, Sales",1.0,,Private,2.0,,,"Charlotte, North Carolina, United States","East Coast, Southern US",,Less than $1M,Agingo is managing data like money using its advanced Not-Only-One-Blockchain platform.,2009-12-21,day,Active,,,For Profit,https://www.agingo.com,https://www.twitter.com/agingo,https://www.facebook.com/agingocorporation,https://www.linkedin.com/company/agingo,jacob@agingo.com,(888) 298-0777,,1,Agingo is a Delaware Corporation focused on developing commercial blockchain software. Agingo has created and is evolving its Not-Only-One-Blockchain Platform (“NOOB”) Platform which was developed from-scratch to scale without sacrificing security or decentralization. NOOB is capable of providing an effective solution for enterprises to tokenize applications and information thereby eliminating many of the costs and risks associated with data.,,,
AGON,https://www.crunchbase.com/organization/agon,1-10,"Artificial Intelligence, Cryptocurrency, Fitness, Mobile Apps, Social Network, Sports",Pre-Seed,,,,Private,,,,"San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",Women Led,,"Agon is a fitness app based on proprietary AI technology with Game-Fi mechanics, Move-to-earn economics and Social-Fi elements",2021-01-01,day,Active,,,For Profit,https://agon.ai,,https://www.facebook.com/agon.labs,,signal@agon.ai,,,,"AGON is the world's first move-to-earn NFT fitness app, which makes personal training with state-of-the-art AI fitness instructor accessible, engaging, interactive and rewarding. AGON integrates your daily workouts in real life with blockchain move-to-earn economics so users can turn their fitness routine into expansive gameplay and earn crypto while doing it. AGON is a future AI trainer built on proprietary technology, which will substitute personal trainers and introduce groundbreaking FitnessVerse to the market.",,,
Agoric,https://www.crunchbase.com/organization/agoric,1-10,"Blockchain, Cryptocurrency, Developer Platform, E-Commerce Platforms, Software",Initial Coin Offering,"Engineering, Management, Marketing, Medical & Science, Operations, Product",,,Private,,,,"San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",,$1M to $10M,"Agoric provides a framework for programming smart contracts securely and with ease, beyond anything available today.",2018-01-01,year,Active,,,For Profit,https://agoric.com/,https://twitter.com/agoric,,https://www.linkedin.com/company/agoric/about/,info@agoric.com,,,7,"Agoric is a framework that provides security and ease in programming smart contracts, beyond anything available today. Agoric’s mission is to provide a secure smart contracts framework to the entire blockchain ecosystem. With Agoric, which makes it easier to build and deploy smart contracts in JavaScript, millions of programmers worldwide will have safer, simpler tools to build smart contracts and applications. In addition, composability enables rapid development and competitive advantage. With secure smart contracts, we envision unprecedented, widespread forms of global cooperation, and entrepreneurs creating fundamentally new businesses enabled by digital assets. Agoric is here to make that opportunity a reality. The Agoric team includes world-class technologists, economists, business leaders and community builders on a quest to bring smart contracts into the future. Members of the Agoric team have been professional collaborators in smart contracts technology for over 30 years, and have now reunited to enact this mission. Agoric has collaborated with Cosmos and other well-known projects, and is backed by Outlier Ventures, Kilowatt Capital, gumi Cryptos Capital, MetaStable Capital, Lemniscap, Xpring, Rockaway Blockchain and the Interchain Foundation, as well as additional funding from Naval Ravikant and Polychain.",,,
ahhto Inc,https://www.crunchbase.com/organization/ahhto-inc,1-10,"Automotive, Blockchain, Lead Generation, Lead Management, Logistics, SaaS, Sales, Software",,,,,Private,,,,"Reston, Virginia, United States","Washington DC Metro Area, East Coast, Southern US",,,SaaS solution for dealerships new and used to better manage sales and convenience ,2017-07-03,day,Active,,,For Profit,http://ahhto.com,,,,samuel@ahhto.com,,,,"ahhto provides streamlining solutions to new and used car dealerships (partners). Our service allows partners to increase convenience, satisfaction, and better management of potential sales/customers. Our primary offering is Test Drive Delivered (TDD). TDD provides partners with the ability to meet pre-approved clients out side of the normal sales process, while maintaining checks and balances through data capture.   Customers now have the ability to test drive a vehicle from home or work, no longer requiring them to spend hours at the partner’s brick and mortar location. customer can select from a large inventory of vehicle provided by local and national partners, with scheduling and preapprovals made on our platform or over the phone with a ahhto customer expert.   ",,,
Ai-Blockchain,https://www.crunchbase.com/organization/ai-blockchain,1-10,"Artificial Intelligence, Big Data, Bitcoin, FinTech",,"Engineering, Management, Operations",,,Private,,,,"Hoboken, New Jersey, United States","Greater New York Area, East Coast, Northeastern US",,$1M to $10M,"Ai-Blockchain, an artificial intelligent blockchain, offers forefront security on a distributed system for contract lifecycle management.",2014-10-10,day,Active,,,For Profit,http://ai-blockchain.com,,,https://www.linkedin.com/company/6459376/admin/,info@ai-blockchain.com,,,,"Ai-Blockchain is a proprietary blockchain solution that provides enterprise-friendly tools to improve any existing architecture. Its technology is a user-friendly, transparent, and energy efficient digital ledger that maximizes security, while remaining immutable by employing artificial intelligent agents that manage the chain. AI BlockChain provides a wide variety of software application, including financial systems, trading, digital rights management, personal document management, customer interaction, media products, and more. It was founded by Drew Hingorani and Stephen Reed in 2014. Blockchain payment platform on the cloud, Ai-Blockchain has a common sense knowledge base that enables real AI to happen. AI BlockChain is headquartered in Hoboken, New Jersey.",,,
Aidos,https://www.crunchbase.com/organization/aidos,1-10,"Blockchain, Finance, FinTech, Impact Investing",Pre-Seed,,,,Private,,,,"New York, New York, United States","Greater New York Area, East Coast, Northeastern US",,Less than $1M,"Aidos provides a range of advisory, capital raising, and investment services for clients in the venture capital ecosystem.",2019-09-01,month,Active,,,For Profit,https://www.aidos.nyc,https://twitter.com/aidosnyc,https://www.facebook.com/Aidos-103619161122715/,https://www.linkedin.com/company/55052825/,invest@aidos.nyc,+1 646-787-7822,,,"Aidos is an equity crowd investment platform that provides startup capital for exceptional founders through our proprietary network of early-stage investors. Mission and Vision: In a period of unprecedented change where legacy business models are being upended, we at Aidos want to democratize access to the entrepreneurship opportunity. We believe that although exceptional talent is evenly distributed, opportunity is not. Trillion-dollar companies are being built today in ways we can't yet fathom. Half a century ago, man first stepped on the moon.  In 2019, fifty years later, the 2-hour barrier for a marathon, once considered impossible, was broken for the first time. This is progress, this is evolution. The markets are telling us unambiguously that what has worked the past two decades won't work for the next two. How Aidos can Help: If you're an ambitious Founder, seeking advice on how to launch a business, or struggling to raise capital to launch your company, Aidos can help. If you're an early-stage investor and want to invest in our exceptional network of Founders before institutional investors step in, Aidos can help. Learn how at www.aidos.nyc or reach out at invest@aidos.nyc",,,
AirGym,https://www.crunchbase.com/organization/airgym,1-10,"Apps, Cryptocurrency, Dietary Supplements, Fitness, Mobile Apps, Nutrition, Social, Social Entrepreneurship, Sports",,,,,Private,,,,"Thompsons Station, Tennessee, United States",Southern US,,$1M to $10M,First Mobile App to Book Home Gyms to Work Out Anywhere,2017-12-14,day,Active,,,For Profit,http://www.airgym.com,http://www.twitter.com/airgyms,http://www.facebook.com/airgyms/,https://www.linkedin.com/in/airgym/,customerservice@airgym.com,414-430-0031,,,"Chris Daskam is an accomplished leader within the Health Care & CPG world with over 12 years of professional experience. As a collegiate athlete in soccer, 3 x Tough Mudder and a Black Belt in Karate, Chris is in tune to the fitness, health and wellness industry. He is the founder of AirGym, the first mobile app platform for Home Gym Owners to host their home gym space, to members, and get paid for it. He's giving the fitness community options to go where ever they want and workout...breaking the mold of traditional gyms!  He hosts his own podcast and produces all of the content on social media for AirGym Owners, Members, Trainers & Suppliers to stay informed on this ground breaking company. He resides in Thompson's Station, TN.  www.airgym.com @airgyms for all social media",,,
Airzus,https://www.crunchbase.com/organization/airzus,1-10,"Advertising, Blockchain, Content Creators, Digital Marketing, Digital Media, Drones, Marketplace, Professional Services, Video",,,,,Private,,,,"San Bruno, California, United States","San Francisco Bay Area, West Coast, Western US",,Less than $1M,Complaint aerial media & services marketplace utilizing blockchain smart contracts,2017-09-01,month,Active,,,For Profit,http://www.airzus.com,http://www.twitter.com/airzusofficial,http://www.facebook.com/airzus,http://www.linkedin.com/company/airzus,media@airzus.com,415-825-0103,,3,"Airzus is an aerial digital media and services brokerage. Through our marketplace solution, certified remote pilots (i.e. commercial drone pilots) license their drone-captured media and data (images, videos, LiDar data and 360 videos) to advertising agencies, Fortune 1000 marketers, media production houses, creative agencies and other consumers of drone-content. Our customers trust us because we work exclusively with in-network certified remote pilots and deliver dedicated white-glove service when we don't have the exact media they are looking for. To license exclusive media or learn more, visit https://www.airzus.com - If you're a certified remote pilot looking to add a new residual income stream, get in touch with us today - it's free.",,,
Aiternis,https://www.crunchbase.com/organization/aiternis,1-10,"Blockchain, Health Care, Information Technology",,,,,Private,,,,"Palo Alto, California, United States","San Francisco Bay Area, Silicon Valley, West Coast",,,Aiternis is a global clinical blockchain platform and marketplace.,2017-09-08,day,Active,,,For Profit,https://www.aiternis.com/,,https://www.facebook.com/Aiternis-296694257482252/,https://www.linkedin.com/company/aiternis/,office@aiternis.com,,,,,,,
Aitivity,https://www.crunchbase.com/organization/aitivity,1-10,"Blockchain, Cyber Security, Hardware, Information Technology, Internet of Things, Security",,Engineering,,,Private,,,,"San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",,,Aitivity is a cybersecurity company working on a blockchain solution for IoT.,2018-01-01,year,Active,,,For Profit,https://www.aitivity.com/,https://twitter.com/aitivity,https://www.facebook.com/Aitivity/,https://www.linkedin.com/company/aitivity,contact@aitivity.com,,,1,,,,
